#Time,Field (G)
00:01:38.742,300.5
00:01:38.998,305.9
00:01:39.253,305.9
00:01:39.494,310.9
00:01:39.750,314.3
00:01:39.989,314.3
00:01:40.245,319.0
00:01:40.501,319.0
00:01:40.741,326.6
00:01:40.997,331.1
00:01:41.253,331.1
00:01:41.492,335.1
00:01:41.749,335.1
00:01:42.004,336.6
00:01:42.244,336.6
00:01:42.500,336.9
00:01:42.739,337.1
00:01:42.995,337.1
00:01:43.252,336.4
00:01:43.491,336.4
00:01:43.747,335.8
00:01:44.003,334.3
00:01:44.242,334.3
00:01:44.498,332.9
00:01:44.739,332.9
00:01:44.994,333.1
00:01:45.250,335.7
00:01:45.490,335.7
00:01:45.746,336.6
00:01:46.002,336.6
00:01:46.242,336.6
00:01:46.497,336.1
00:01:46.753,336.1
00:01:46.993,333.6
00:01:47.249,333.6
00:01:47.489,329.3
00:01:47.744,324.1
00:01:48.000,324.1
00:01:48.240,317.0
00:01:48.496,317.0
00:01:48.752,311.7
00:01:48.992,301.3
00:01:49.248,301.3
00:01:49.504,289.8
00:01:49.744,289.8
00:01:50.000,284.3
00:01:50.240,284.3
00:01:50.496,273.7
00:01:50.751,269.0
00:01:50.992,269.0
00:01:51.247,258.9
00:01:51.503,258.9
00:01:51.742,242.9
00:01:51.998,231.4
00:01:52.255,231.4
00:01:52.494,223.4
00:01:52.750,223.4
00:01:52.990,211.9
00:01:53.246,206.1
00:01:53.502,206.1
00:01:53.741,204.6
00:01:53.997,204.6
00:01:54.253,200.5
00:01:54.493,193.6
00:01:54.749,193.6
00:01:54.989,188.1
00:01:55.244,188.1
00:01:55.500,184.9
00:01:55.740,184.3
00:01:55.996,184.3
00:01:56.252,170.1
00:01:56.492,170.1
00:01:56.748,146.6
00:01:57.004,133.1
00:01:57.243,133.1
00:01:57.499,124.9
00:01:57.739,124.9
00:01:57.995,119.5
00:01:58.251,119.5
00:01:58.491,119.7
00:01:58.746,112.9
00:01:59.002,112.9
00:01:59.242,93.5
00:01:59.498,93.5
00:01:59.754,76.5
00:01:59.993,69.6
00:02:00.250,69.6
00:02:00.490,63.0
00:02:00.746,63.0
00:02:01.001,53.8
00:02:01.240,44.6
00:02:01.496,44.6
00:02:01.753,42.3
00:02:01.993,42.3
00:02:02.248,40.1
00:02:02.504,37.9
00:02:02.744,37.9
00:02:03.000,37.7
00:02:03.240,37.7
00:02:03.495,37.7
00:02:03.752,37.7
00:02:03.992,37.7
00:02:04.247,35.2
00:02:04.503,35.2
00:02:04.743,33.9
00:02:04.998,33.9
00:02:05.239,33.7
00:02:05.494,33.8
00:02:05.751,33.8
00:02:05.991,32.6
00:02:06.246,32.6
00:02:06.502,29.7
00:02:06.742,27.1
00:02:06.998,27.1
00:02:07.254,25.1
00:02:07.493,25.1
00:02:07.750,24.4
00:02:07.989,24.4
00:02:08.245,24.4
00:02:08.501,24.4
00:02:08.740,24.4
00:02:08.997,24.0
00:02:09.253,23.4
00:02:09.492,23.4
00:02:09.748,22.9
00:02:10.004,22.9
00:02:10.244,22.9
00:02:10.499,22.8
00:02:10.739,22.8
00:02:10.995,22.9
00:02:11.251,22.9
00:02:11.491,21.4
00:02:11.747,21.4
00:02:12.003,19.8
00:02:12.243,18.7
00:02:12.499,18.7
00:02:12.754,17.8
00:02:12.994,17.8
00:02:13.250,17.2
00:02:13.490,16.7
00:02:13.746,16.7
00:02:14.002,16.6
00:02:14.241,16.6
00:02:14.498,16.7
00:02:14.753,16.2
00:02:14.993,16.2
00:02:15.249,15.5
00:02:15.505,15.5
00:02:15.744,14.4
00:02:16.000,14.3
00:02:16.240,14.3
00:02:16.496,14.1
00:02:16.753,14.1
00:02:16.991,13.6
00:02:17.248,13.6
00:02:17.503,13.2
00:02:17.744,13.0
00:02:17.999,13.0
00:02:18.239,12.8
00:02:18.494,12.8
00:02:18.750,12.7
00:02:18.991,12.6
00:02:19.247,12.6
00:02:19.502,13.0
00:02:19.742,13.0
00:02:19.998,12.9
00:02:20.254,12.9
00:02:20.494,12.9
00:02:20.750,12.7
00:02:20.990,12.7
00:02:21.246,12.7
00:02:21.501,12.8
00:02:21.741,12.8
00:02:21.997,12.7
00:02:22.253,12.7
00:02:22.493,13.0
00:02:22.748,13.0
00:02:23.004,12.9
00:02:23.244,12.9
00:02:23.500,12.9
00:02:23.740,13.0
00:02:23.997,13.0
00:02:24.252,12.8
00:02:24.492,13.1
00:02:24.747,13.1
00:02:25.003,13.1
00:02:25.243,13.1
00:02:25.499,13.0
00:02:25.755,13.1
00:02:25.995,13.1
00:02:26.250,13.1
00:02:26.491,13.1
00:02:26.747,13.2
00:02:27.002,13.1
00:02:27.242,13.1
00:02:27.498,13.1
00:02:27.754,13.1
00:02:27.993,13.2
00:02:28.249,13.2
00:02:28.489,13.2
00:02:28.745,13.2
00:02:29.001,13.2
00:02:29.241,13.1
00:02:29.497,13.1
00:02:29.752,13.2
00:02:29.993,13.1
00:02:30.248,13.1
00:02:30.504,13.1
00:02:30.744,13.1
00:02:31.000,13.2
00:02:31.240,13.1
00:02:31.495,13.1
00:02:31.751,13.2
00:02:31.991,13.2
00:02:32.247,13.2
00:02:32.503,13.1
00:02:32.743,13.1
00:02:32.998,12.9
00:02:33.255,12.9
00:02:33.494,12.3
00:02:33.750,12.3
00:02:33.990,12.4
00:02:34.246,12.2
00:02:34.502,12.2
00:02:34.741,12.4
00:02:34.997,12.4
00:02:35.253,12.3
00:02:35.494,12.3
00:02:35.750,12.3
00:02:35.989,12.4
00:02:36.245,12.4
00:02:36.501,12.3
00:02:36.741,12.6
00:02:36.997,12.6
00:02:37.253,12.5
00:02:37.492,12.5
00:02:37.748,12.4
00:02:38.004,12.5
00:02:38.244,12.5
00:02:38.500,12.4
00:02:38.740,12.4
00:02:38.995,12.6
00:02:39.251,12.6
00:02:39.490,12.5
00:02:39.747,12.5
00:02:40.002,12.5
00:02:40.242,12.5
00:02:40.498,12.5
00:02:40.754,12.4
00:02:40.994,12.6
00:02:41.250,12.6
00:02:41.489,12.5
00:02:41.745,12.5
00:02:42.001,12.5
00:02:42.241,12.4
00:02:42.497,12.4
00:02:42.753,12.5
