z_pos,x_pos,y_pos,time,flux,err_byte
0.000,76.200,0.000,23.250,11629.500,29.628
0.000,76.200,0.000,23.500,12505.000,29.878
0.000,76.200,0.000,23.750,12505.000,30.129
0.000,76.200,0.000,24.000,13431.700,30.380
0.000,76.200,0.000,24.250,13431.700,30.629
0.000,76.200,0.000,24.500,14412.900,30.878
0.000,76.200,0.000,24.750,15444.600,31.129
0.000,76.200,0.000,25.000,15444.600,31.380
0.000,76.200,0.000,25.250,16529.300,31.630
0.000,76.200,0.000,25.500,16529.300,31.881
0.000,76.200,0.000,25.750,17660.500,32.131
0.000,76.200,0.000,26.000,18836.800,32.383
0.000,76.200,0.000,26.250,18836.800,32.632
0.000,76.200,0.000,26.500,19874.300,32.882
0.000,76.200,0.000,26.750,19874.300,33.132
0.000,76.200,0.000,27.000,200093.000,33.381
0.000,76.200,0.000,27.250,200093.000,33.630
0.000,76.200,0.000,27.500,22710.000,33.880
0.000,76.200,0.000,27.750,23984.000,34.130
0.000,76.200,0.000,28.000,23984.000,34.380
0.000,76.200,0.000,28.250,25263.000,34.630
0.000,76.200,0.000,28.500,25263.000,34.879
0.000,76.200,0.000,28.750,26447.000,35.129
0.000,76.200,0.000,29.000,26753.000,35.378
0.000,76.200,0.000,29.250,26753.000,35.628
0.000,76.200,0.000,29.500,26743.000,35.879
0.000,76.200,0.000,29.750,26743.000,36.129
0.000,76.200,0.000,30.000,26742.000,36.379
